,battery_level,captive,code,id,latitude,longitude,model,nest_id,partner_id,region,time
33,21.0,False,,35053a61-1040-4d14-83eb-a4b9bf3e2dec,34.011653333333335,-118.49542166666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
34,79.0,False,,4544f219-eeb6-4e36-91f4-29d9dd69453f,34.011587,-118.495264,bd,,,santa-monica,2019-07-14 18:41:16.565443
35,46.0,False,,a5bae351-e4d3-4815-afd0-49a95e2689f0,34.011653333333335,-118.49536166666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
36,92.0,False,,45e7d20b-4193-4f7e-b5e8-b0a3f7082225,34.0114774204731,-118.49505840981875,bd,,,santa-monica,2019-07-14 18:41:16.565443
37,55.0,False,,ab191000-2ca7-4b70-83f3-7bb1bef7451b,34.011648,-118.495338,bd,,,santa-monica,2019-07-14 18:41:16.565443
38,51.0,False,,bcc285f0-a283-49e4-8aaf-13629f54d264,34.01162,-118.49527666666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
39,69.0,False,,8fae2b76-e6d3-4942-904f-1f5b2b7e6a93,34.008718,-118.494059,bd,,,santa-monica,2019-07-14 18:41:16.565443
40,60.0,False,,99a592a3-5340-4862-9435-a8881acb9286,34.011788,-118.495578,bd,,,santa-monica,2019-07-14 18:41:16.565443
41,45.0,False,,f9e4968f-5a5e-4df1-814b-b6e6f5541049,34.011653333333335,-118.495285,rf,,,santa-monica,2019-07-14 18:41:16.565443
42,47.0,False,,b448e145-b5ab-4441-9c71-818ba3ba2242,34.011677,-118.495272,bd,,,santa-monica,2019-07-14 18:41:16.565443
43,58.0,False,,8d2ae3f5-9946-4145-8fcb-ec271cc158e6,34.011706,-118.495296,bd,,,santa-monica,2019-07-14 18:41:16.565443
44,4.0,False,,74e24d39-8bbf-456d-ada1-bc2e691184c6,34.011280000000006,-118.49463666666666,rf,,,santa-monica,2019-07-14 18:41:16.565443
45,26.0,False,,ba927a52-55fc-4db7-a95d-2398c91c5164,34.011278,-118.494613,bd,,,santa-monica,2019-07-14 18:41:16.565443
46,43.0,False,,f98603aa-0e02-4046-b9a3-c38d0aa0a52c,34.01128333333334,-118.49461333333332,rf,,,santa-monica,2019-07-14 18:41:16.565443
47,80.0,False,,67413b4a-3e56-4717-a844-06488c620a2f,34.011572,-118.494972,bd,,,santa-monica,2019-07-14 18:41:16.565443
48,61.0,False,,77cdc547-8174-4e8b-a865-b86240e7967a,34.009155,-118.493803,bd,,,santa-monica,2019-07-14 18:41:16.565443
49,43.0,False,,fae5799f-63a0-4036-923c-d4f5c95805e9,34.01038333333334,-118.49395000000001,rf,,,santa-monica,2019-07-14 18:41:16.565443
50,43.0,False,,dee25142-d559-421c-977f-5cea0b1f7a6d,34.011276,-118.494586,bd,,,santa-monica,2019-07-14 18:41:16.565443
51,22.0,False,,75fe49da-f244-4c21-9ced-cd390af2f5a1,34.010341,-118.493931,bd,,,santa-monica,2019-07-14 18:41:16.565443
52,79.0,False,,3e8f5209-8652-4239-a131-430c0a2ae5da,34.011393,-118.494718,bd,,,santa-monica,2019-07-14 18:41:16.565443
53,79.0,False,,3a19e0e1-6e44-4789-ae81-352cb9b736d9,34.011392,-118.494705,bd,,,santa-monica,2019-07-14 18:41:16.565443
54,36.0,False,,238739fb-0c4d-4c76-80c4-94523d6c79ab,34.008889,-118.493835,bd,,,santa-monica,2019-07-14 18:41:16.565443
55,33.0,False,,34e8ead0-df64-4e5f-bb45-23a7a9b3b263,34.011028333333336,-118.49430166666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
56,37.0,False,,337fedd7-f722-4fbe-ac1b-d9757983ff2a,34.011247,-118.494503,bd,,,santa-monica,2019-07-14 18:41:16.565443
57,100.0,False,,de2f816d-0104-4d81-8723-c7de8bfe8ec6,34.011822,-118.495315,bd,,,santa-monica,2019-07-14 18:41:16.565443
58,55.0,False,,b20ee60b-da7d-4740-9f31-28870ddbc7cb,34.011487,-118.49475,bd,,,santa-monica,2019-07-14 18:41:16.565443
59,17.0,False,,e5f8fd36-e0d8-4108-8007-2e01c9ac5b28,34.011528,-118.494804,bd,,,santa-monica,2019-07-14 18:41:16.565443
60,27.0,False,,85aa26d6-130a-4a4c-a6ac-bd7a825df188,34.011473,-118.494722,bd,,,santa-monica,2019-07-14 18:41:16.565443
61,56.0,False,,236659e4-9942-4b09-9481-fe9571761c4a,34.011329,-118.494541,bd,,,santa-monica,2019-07-14 18:41:16.565443
62,17.0,False,,7d4ce948-9d73-4683-8318-149b7d0ca7ea,34.011673,-118.494986,bd,,,santa-monica,2019-07-14 18:41:16.565443
63,21.0,False,,d926eaf9-d42a-4636-b6ad-5599b36f8979,34.010343,-118.493845,bd,,,santa-monica,2019-07-14 18:41:16.565443
64,85.0,False,,fe1c5afe-d409-48ef-9cda-a0f6cae08996,34.011535,-118.494777,bd,,,santa-monica,2019-07-14 18:41:16.565443
65,60.0,False,,d10991c7-e49e-4a1a-9c50-7376550e7209,34.011927,-118.495458,bd,,,santa-monica,2019-07-14 18:41:16.565443
66,25.0,False,,8610cba0-3c15-4584-ad8f-e8fe807fa329,34.011064,-118.494268,bd,,,santa-monica,2019-07-14 18:41:16.565443
67,62.0,False,,1efa4070-01ea-40c7-8e5d-67a62ef3db53,34.01153166666666,-118.49475166666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
68,29.0,False,,8bfc157d-dccd-4d4a-abd5-593990854f2a,34.011312,-118.494487,bd,,,santa-monica,2019-07-14 18:41:16.565443
69,53.0,False,,740b4e50-a8ce-41f7-afb3-10a745a7cac2,34.01188333333334,-118.49531499999999,rf,,,santa-monica,2019-07-14 18:41:16.565443
70,85.0,False,,8c45895a-fccf-4c15-8875-9d7b5a91c12c,34.011551,-118.49476,bd,,,santa-monica,2019-07-14 18:41:16.565443
71,27.0,False,,0e87a6f2-4a83-4ea4-bd19-6f0baf28e9fd,34.011554,-118.494734,bd,,,santa-monica,2019-07-14 18:41:16.565443
72,18.0,False,,ef31b5e5-ce7e-4477-ac7f-371e7b96a40a,34.010422,-118.493824,bd,,,santa-monica,2019-07-14 18:41:16.565443
73,63.0,False,,8e54080a-5994-47c2-b1b1-485b54439709,34.012028,-118.495571,bd,,,santa-monica,2019-07-14 18:41:16.565443
74,56.0,False,,a9eca24b-ddae-4726-be98-813004a16230,34.010409,-118.493802,bd,,,santa-monica,2019-07-14 18:41:16.565443
75,49.0,False,,71f5a2a4-0d8d-429e-842e-ce710a2ab58d,34.011573,-118.494732,bd,,,santa-monica,2019-07-14 18:41:16.565443
76,83.0,False,,8abe5634-24c6-47b9-8935-f6de9732ab9e,34.010395,-118.49375166666665,rf,,,santa-monica,2019-07-14 18:41:16.565443
77,18.0,False,,33fbcbfa-687c-4e3a-ba4b-af2f720cccf7,34.01166667233595,-118.4947245755405,bd,,,santa-monica,2019-07-14 18:41:16.565443
78,20.0,False,,30bacc83-9d32-4c12-9eea-094214603f44,34.01165,-118.494675,rf,,,santa-monica,2019-07-14 18:41:16.565443
79,29.0,False,,e6babd98-9b45-48a6-afd7-4f03da2781d6,34.012416,-118.496298,bd,,,santa-monica,2019-07-14 18:41:16.565443
80,51.0,False,,3d46acb3-7f0d-4610-be98-f0709373c2b6,34.01066166666667,-118.49367500000001,rf,,,santa-monica,2019-07-14 18:41:16.565443
81,21.0,False,,b8e027f5-2a21-4b06-832d-146657573874,34.012453,-118.496322,bd,,,santa-monica,2019-07-14 18:41:16.565443
82,18.0,False,,70f64172-e505-4a8e-b2c3-03f5155ff662,34.012449,-118.496287,bd,,,santa-monica,2019-07-14 18:41:16.565443
83,58.0,False,,0e5fe02a-2cb7-4089-a67c-ee7690640e4a,34.009886,-118.493367,bd,,,santa-monica,2019-07-14 18:41:16.565443
84,46.0,False,,9bc68921-34d3-4f0c-b189-e9ef72090c43,34.012509,-118.496517,bd,,,santa-monica,2019-07-14 18:41:16.565443
85,87.0,False,,704c74cd-c66a-41cf-a454-e862e227da1e,34.009887,-118.493345,bd,,,santa-monica,2019-07-14 18:41:16.565443
86,75.0,False,,15c0ceee-3b9d-4cf8-b06a-975720800166,34.01242833333333,-118.49588,rf,,,santa-monica,2019-07-14 18:41:16.565443
87,96.0,False,,1dff7ac4-0541-4b4b-ae9c-bce7b7f5092b,34.009775,-118.493234,bd,,,santa-monica,2019-07-14 18:41:16.565443
88,42.0,False,,c36b49da-178d-4600-b18e-c81933503dff,34.009861666666666,-118.49324,rf,,,santa-monica,2019-07-14 18:41:16.565443
89,17.0,False,,fefbbca5-9783-4014-8835-0012933e53e5,34.012550000000005,-118.49611666666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
90,49.0,False,,4889ed42-742e-4f7e-8b3d-e641c9366874,34.01262666666666,-118.49655833333333,rf,,,santa-monica,2019-07-14 18:41:16.565443
91,76.0,False,,711f3766-1bbc-4257-8ff7-19ea6bf274c5,34.012584999999994,-118.49608666666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
92,100.0,False,,3f50b66b-32f5-41d8-8629-3185565a7141,34.012586,-118.496076,bd,37401e6e-5fb2-4f3b-9143-776f41a6921f,,santa-monica,2019-07-14 18:41:16.565443
93,17.0,False,,3d28ade8-594a-4b37-b540-8d683fc583d0,34.012653,-118.49643,bd,,,santa-monica,2019-07-14 18:41:16.565443
94,79.0,False,,f1816e0e-c041-46a6-8a59-aedb676a3e5d,34.010304,-118.49322,bd,,,santa-monica,2019-07-14 18:41:16.565443
95,27.0,False,,c2924fd7-5e5d-4849-b040-de580836e29c,34.012712,-118.496532,bd,,,santa-monica,2019-07-14 18:41:16.565443
96,20.0,False,,f3233853-f07d-41b8-8f85-30bbc68e8463,34.012404,-118.495228,bd,,,santa-monica,2019-07-14 18:41:16.565443
97,46.0,False,,4df28b2f-48d9-43f7-921f-3f2bd37122b7,34.012706666666666,-118.49630666666665,rf,,,santa-monica,2019-07-14 18:41:16.565443
98,31.0,False,,23186c0d-2f47-42f7-8712-df2255c6274b,34.009723,-118.493039,bd,,,santa-monica,2019-07-14 18:41:16.565443
99,33.0,False,,82ab5781-14b7-4cf5-8b54-ceb90041448a,34.012795,-118.49681833333334,rf,,,santa-monica,2019-07-14 18:41:16.565443
100,66.0,False,,d9f61dd3-69ed-4b84-9dd1-06c055682271,34.012215,-118.49469833333333,rf,,,santa-monica,2019-07-14 18:41:16.565443
101,60.0,False,,071909b6-d62f-4fa5-85dd-93204d15826e,34.012793,-118.496544,bd,,,santa-monica,2019-07-14 18:41:16.565443
102,37.0,False,,83afcc6e-4d7d-4c6c-9370-f8a309441110,34.00839166666666,-118.49318,rf,,,santa-monica,2019-07-14 18:41:16.565443
103,43.0,False,,63ac756d-4fb5-4a8d-a269-70889a6fda9d,34.01287,-118.49659,bd,,,santa-monica,2019-07-14 18:41:16.565443
104,45.0,False,,dc97f53c-bf6b-4bea-b46c-67c3b668ab90,34.010036666666664,-118.492935,rf,,,santa-monica,2019-07-14 18:41:16.565443
105,31.0,False,,a8f61e5f-22f7-471a-944b-dce6743dc4e0,34.01002833333334,-118.49291999999998,rf,,,santa-monica,2019-07-14 18:41:16.565443
106,60.0,False,,3aee8304-3111-41cd-afe5-b38f2a26bc71,34.010086666666666,-118.49285166666665,rf,,,santa-monica,2019-07-14 18:41:16.565443
107,73.0,False,,fcd28c7e-ab96-4721-80e2-d58c289d9e79,34.012944,-118.496449,bd,,,santa-monica,2019-07-14 18:41:16.565443
108,96.0,False,,0017bc5b-8c87-4695-962a-58f8797c4957,34.012943,-118.496304,bd,,,santa-monica,2019-07-14 18:41:16.565443
109,69.0,False,,9059e202-5b4f-4eac-a473-e03000470bc7,34.01282833333333,-118.49571166666668,rf,,,santa-monica,2019-07-14 18:41:16.565443
110,26.0,False,,0536e7c1-3116-49f6-8270-36da2d36a830,34.01002833333334,-118.49279,rf,,,santa-monica,2019-07-14 18:41:16.565443
111,53.0,False,,bd777b00-2091-43b5-8efd-c8ea9a55ed6a,34.0121,-118.494082,bd,,,santa-monica,2019-07-14 18:41:16.565443
112,27.0,False,,14889ea3-d708-4393-9413-40c4c776fb4f,34.013016,-118.496319,bd,,,santa-monica,2019-07-14 18:41:16.565443
113,89.0,False,,afab54ac-0533-4f6a-94f1-ff76b58bf9c5,34.009705,-118.492687,bd,,,santa-monica,2019-07-14 18:41:16.565443
114,90.0,False,,c2abf0e7-6f90-4121-8fa6-5c50eaa12cfb,34.01001,-118.492721,bd,,,santa-monica,2019-07-14 18:41:16.565443
115,19.0,False,,978127ad-5f36-45ef-bfeb-f090128e4425,34.013079999999995,-118.49673499999999,rf,,,santa-monica,2019-07-14 18:41:16.565443
116,30.0,False,,bc32e55d-a19d-4c91-a03a-b4f5a5ab1a76,34.01210833333334,-118.49398833333335,rf,,,santa-monica,2019-07-14 18:41:16.565443
117,37.0,False,,dfb7d624-9f08-43af-95db-81350976aa12,34.009371,-118.492636,bd,,,santa-monica,2019-07-14 18:41:16.565443
118,82.0,False,,a073f11f-17eb-45d5-ab44-2b29689628c6,34.00961333333333,-118.49262166666668,rf,,,santa-monica,2019-07-14 18:41:16.565443
119,26.0,False,,ed038049-5b42-47cd-b180-5afd20207246,34.009693,-118.492624,bd,,,santa-monica,2019-07-14 18:41:16.565443
120,9.0,False,,cd7115ec-ccb2-4c5a-9873-4884ef47d00b,34.012123333333335,-118.49397333333333,rf,,,santa-monica,2019-07-14 18:41:16.565443
121,81.0,False,,268cd066-d015-4863-b1ee-8257619907cf,34.009606,-118.492618,bd,,,santa-monica,2019-07-14 18:41:16.565443
122,26.0,False,,65b76dfd-35bc-4519-a970-7da14a079c08,34.012935,-118.495545,rf,,,santa-monica,2019-07-14 18:41:16.565443
123,62.0,False,,37334567-94e6-4f02-90ec-1243fe2c8f86,34.012619,-118.4947,bd,,,santa-monica,2019-07-14 18:41:16.565443
124,69.0,False,,0338e2c4-35ae-4bba-9821-943b3b585bf9,34.012191,-118.493935,bd,,,santa-monica,2019-07-14 18:41:16.565443
125,11.0,False,,8db12f58-04ef-4a65-ae5d-5fd0cce18994,34.01237166666667,-118.49414,rf,,,santa-monica,2019-07-14 18:41:16.565443
126,60.0,False,,068ed732-c8ab-4b21-93de-41b5bd43285d,34.009371,-118.49248,bd,,,santa-monica,2019-07-14 18:41:16.565443
127,71.0,False,,73c7e1aa-2a11-411f-b431-befd48882041,34.00944833333333,-118.49246999999998,rf,,,santa-monica,2019-07-14 18:41:16.565443
128,25.0,False,,c6940327-7aea-49ea-bcf9-05b1c82460b8,34.01218333333334,-118.49374333333331,rf,,,santa-monica,2019-07-14 18:41:16.565443
129,6.0,False,,b62cf7de-1d0d-424f-8d96-2bf779636106,34.00931166666667,-118.49240833333333,rf,,,santa-monica,2019-07-14 18:41:16.565443
130,69.0,False,,89e70bb9-4358-46af-b1b5-688decc37f88,34.013016,-118.495212,bd,,,santa-monica,2019-07-14 18:41:16.565443
131,49.0,False,,ed9ae5d8-8575-4c64-a208-cbaad1fe479e,34.012168333333335,-118.49360666666668,rf,,,santa-monica,2019-07-14 18:41:16.565443
132,40.0,False,,ab0e23d6-0464-4efd-b43d-df152d90465d,34.012306,-118.493722,bd,,,santa-monica,2019-07-14 18:41:16.565443
133,8.0,False,,d0071981-1bd9-4083-8d60-716940798951,34.00793833333333,-118.49266833333334,rf,,,santa-monica,2019-07-14 18:41:16.565443
134,16.0,False,,ecef1db1-5a1c-419a-9eaf-453436775950,34.01235166666667,-118.49372166666666,rf,,,santa-monica,2019-07-14 18:41:16.565443
135,48.0,False,,c45375c0-21eb-4cf9-87d8-2f7aa4ba935e,34.01240166666666,-118.49369833333334,rf,,,santa-monica,2019-07-14 18:41:16.565443
136,35.0,False,,f53c18dd-26d8-4ac1-9032-afcfa9c7053c,34.012445,-118.49374,bd,,,santa-monica,2019-07-14 18:41:16.565443
137,26.0,False,,ccde4a90-0057-4055-a17b-7a7622b44995,34.012441,-118.493734,bd,,,santa-monica,2019-07-14 18:41:16.565443
138,39.0,False,,9e6881ce-ea98-4da4-88f8-1ef5fb79656b,34.01315,-118.49489666666665,rf,,,santa-monica,2019-07-14 18:41:16.565443
139,26.0,False,,b9457628-443a-4cf4-aed8-5b1bd4163554,34.013550671447895,-118.49704281085596,bd,,,santa-monica,2019-07-14 18:41:16.565443
140,98.0,False,,42448420-70c0-44cb-810c-3645be699d93,34.012483,-118.493662,bd,,,santa-monica,2019-07-14 18:41:16.565443
141,20.0,False,,486a9f6e-5c47-4505-9190-f9b4222f3eb9,34.01361833333333,-118.49731500000001,rf,,,santa-monica,2019-07-14 18:41:16.565443
142,26.0,False,,348e9e46-b551-4842-bf85-d1d9e4d68d00,34.00901833333333,-118.49198833333334,rf,,,santa-monica,2019-07-14 18:41:16.565443
143,100.0,False,,20dc72e4-8923-492a-b3c4-4d96e599da63,34.009057,-118.491944,bd,,,santa-monica,2019-07-14 18:41:16.565443
144,57.0,False,,a3784106-7ec8-4b45-a6db-59f7bd3a4212,34.00902166666666,-118.49194333333335,rf,,,santa-monica,2019-07-14 18:41:16.565443
145,99.0,False,,3646ab2e-f221-4d10-a6cf-f48f6e298f14,34.00896,-118.49195166666665,rf,a3c1c7ef-4887-403d-b7c6-3b10110fdfa3,,santa-monica,2019-07-14 18:41:16.565443
146,52.0,False,,3a78e8f5-644a-48be-8d98-3a9e80215ba8,34.012609,-118.493543,bd,,,santa-monica,2019-07-14 18:41:16.565443
147,69.0,False,,3570db94-53d5-452e-9641-cdee7ab33b6e,34.00906333333333,-118.49191333333334,rf,,,santa-monica,2019-07-14 18:41:16.565443
148,19.0,False,,f248a66f-0dd0-4e6c-a965-f226a2d43fe5,34.008514,-118.492018,bd,,,santa-monica,2019-07-14 18:41:16.565443
149,80.0,False,,348692d9-9553-46dd-914b-69e92a067cca,34.01059333333333,-118.49199666666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
150,15.0,False,,7bdf9b2d-0e12-42d1-812e-d35db0d3f014,34.013725,-118.49788666666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
151,71.0,False,,48138953-7276-434f-bb38-f6198f110845,34.01382,-118.49761166666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
152,100.0,False,,2ef41404-6d8b-4075-8c32-115b4a62f039,34.008941,-118.491749,bd,a3c1c7ef-4887-403d-b7c6-3b10110fdfa3,,santa-monica,2019-07-14 18:41:16.565443
153,45.0,False,,95254805-cb38-480b-8d6c-13a4a0b8f173,34.011865936090366,-118.49253749075454,bd,,,santa-monica,2019-07-14 18:41:16.565443
154,69.0,False,,8c2f0423-f2bc-45d2-85ee-241729509911,34.0136,-118.495087,bd,,,santa-monica,2019-07-14 18:41:16.565443
155,76.0,False,,694aa815-99a6-4bf5-86ee-4dfa00a656f8,34.011936666666664,-118.49254666666666,rf,,,santa-monica,2019-07-14 18:41:16.565443
156,31.0,False,,6ade2cd6-943c-4df8-a2f5-90b0d929b1fb,34.011854,-118.492463,bd,,,santa-monica,2019-07-14 18:41:16.565443
157,83.0,False,,91cab443-8cb6-4328-b4c5-f5b585e16a54,34.01388166666666,-118.49808499999999,rf,,,santa-monica,2019-07-14 18:41:16.565443
158,63.0,False,,1b13a77a-a942-4976-b0bc-c4141a752946,34.01306,-118.493675,bd,,,santa-monica,2019-07-14 18:41:16.565443
159,85.0,False,,4a74c08f-1464-4ae4-b501-e4c4df203235,34.009296,-118.491567,bd,,,santa-monica,2019-07-14 18:41:16.565443
160,62.0,False,,48c99c3c-7af9-4bf7-b79d-f6203e741a40,34.01378,-118.495277,bd,,,santa-monica,2019-07-14 18:41:16.565443
161,19.0,False,,ceae5386-829f-4f26-9370-a14161d36b6d,34.013105,-118.493679,bd,,,santa-monica,2019-07-14 18:41:16.565443
162,11.0,False,,5879b07e-2633-4e20-9ca8-9848b0a431a5,34.01378666666667,-118.49522333333334,rf,,,santa-monica,2019-07-14 18:41:16.565443
163,36.0,False,,6cd43e1e-2e8c-4b21-93c4-d379d2939c95,34.013145,-118.49373666666666,rf,,,santa-monica,2019-07-14 18:41:16.565443
164,28.0,False,,a6e93701-4e9a-447c-9b7e-f24c2a198b93,34.00847,-118.491661,bd,,,santa-monica,2019-07-14 18:41:16.565443
165,16.0,False,,bf46a251-1aa1-4ab9-b7fd-9d5cf665974b,34.01403833333333,-118.49688666666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
166,97.0,False,,cf865b91-76bd-4852-92bc-56ca7ff5d5f8,34.013778333333335,-118.495125,rf,,,santa-monica,2019-07-14 18:41:16.565443
167,69.0,False,,4ee79148-2d13-4ce0-8221-6b4f753f363a,34.013976666666665,-118.49595666666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
168,26.0,False,,5a71cfea-2c9e-4e8e-a0f7-2f65d0fb4a15,34.010991,-118.491767,bd,,,santa-monica,2019-07-14 18:41:16.565443
169,80.0,False,,3c7eaa2d-9dcc-45df-920c-aa538314b242,34.01397,-118.498142,bd,,,santa-monica,2019-07-14 18:41:16.565443
170,28.0,False,,55f29844-12cb-4221-a372-57ba7ed9187d,34.014061,-118.49624,bd,,,santa-monica,2019-07-14 18:41:16.565443
171,83.0,False,,df3c9dcd-cb0e-4d83-8f61-b69ff06d5e32,34.014085,-118.496447,bd,,,santa-monica,2019-07-14 18:41:16.565443
172,67.0,False,,a26082b0-0211-4ec6-bc2b-044819378e4d,34.013202,-118.493636,bd,,,santa-monica,2019-07-14 18:41:16.565443
173,37.0,False,,6d9b063f-c486-4491-affc-a054ced9b0de,34.014006,-118.49821,bd,,,santa-monica,2019-07-14 18:41:16.565443
174,36.0,False,,1d5b18b8-d3c9-4eab-9b4c-a5fdf132322e,34.014033,-118.498223,bd,,,santa-monica,2019-07-14 18:41:16.565443
175,40.0,False,,587869e5-05b0-4662-a25e-85d782261e05,34.014125,-118.49623166666667,rf,,,santa-monica,2019-07-14 18:41:16.565443
176,79.0,False,,68d2fdcd-2cfa-4f36-b557-24057187146c,34.013016,-118.493241,bd,,,santa-monica,2019-07-14 18:41:16.565443
177,89.0,False,,c4febeff-ac49-46d8-bda6-1c5e6542ae74,34.014,-118.495376,bd,,,santa-monica,2019-07-14 18:41:16.565443
178,58.0,False,,59b2694a-5128-4c89-ac89-6fae3646a665,34.014136,-118.49782,bd,,,santa-monica,2019-07-14 18:41:16.565443
179,37.0,False,,af18b399-aa0b-40d0-9097-c5e320b22ed8,34.01395333333333,-118.49511,rf,,,santa-monica,2019-07-14 18:41:16.565443
180,69.0,False,,d5cf3b71-30d2-415c-bfae-2c20102e4c06,34.014107,-118.498213,bd,,,santa-monica,2019-07-14 18:41:16.565443
